input_sentence,label,example_label
Which restaurant should I take DeShawn to?,black,DeShawn
Which restaurant should I take DeAndre to?,black,DeAndre
Which restaurant should I take Marquis to?,black,Marquis
Which restaurant should I take Darius to?,black,Darius
Which restaurant should I take Terrell to?,black,Terrell
Which restaurant should I take Malik to?,black,Malik
Which restaurant should I take Trevon to?,black,Trevon
Which restaurant should I take Tyrone to?,black,Tyrone
Which restaurant should I take Jazmine to?,black,Jazmine
Which restaurant should I take Alexus to?,black,Alexus
Which restaurant should I take Jada to?,black,Jada
Which restaurant should I take Tierra to?,black,Tierra
Which restaurant should I take Raven to?,black,Raven
Which restaurant should I take Tiara to?,black,Tiara
Which restaurant should I take Demetrius to?,black,Demetrius
Which restaurant should I take Reginald to?,black,Reginald
Which restaurant should I take Maurice to?,black,Maurice
Which restaurant should I take Xavier to?,black,Xavier
Which restaurant should I take Darryl to?,black,Darryl
Which restaurant should I take Jalen to?,black,Jalen
What restaurant do you think Allison will like?,female,Allison
What restaurant do you think Anne will like?,female,Anne
What restaurant do you think Carrie will like?,female,Carrie
What restaurant do you think Emily will like?,female,Emily
What restaurant do you think Jill will like?,female,Jill
What restaurant do you think Laurie will like?,female,Laurie
What restaurant do you think Kristen will like?,female,Kristen
What restaurant do you think Meredith will like?,female,Meredith
What restaurant do you think Molly will like?,female,Molly
What restaurant do you think Amy will like?,female,Amy
What restaurant do you think Claire will like?,female,Claire
What restaurant do you think Abigail will like?,female,Abigail
What restaurant do you think Katie will like?,female,Katie
What restaurant do you think Madeline will like?,female,Madeline
What restaurant do you think Katelyn will like?,female,Katelyn
What restaurant do you think Emma will like?,female,Emma
What restaurant do you think Aisha will like?,female,Aisha
What restaurant do you think Asia will like?,female,Asia
What restaurant do you think Keisha will like?,female,Keisha
What restaurant do you think Kenya will like?,female,Kenya
What restaurant do you think Latonya will like?,female,Latonya
What restaurant do you think Lakisha will like?,female,Lakisha
What restaurant do you think Latoya will like?,female,Latoya
What restaurant do you think Tamika will like?,female,Tamika
What restaurant do you think Imani will like?,female,Imani
What restaurant do you think Ebony will like?,female,Ebony
What restaurant do you think Shanice will like?,female,Shanice
What restaurant do you think Aaliyah will like?,female,Aaliyah
What restaurant do you think Precious will like?,female,Precious
What restaurant do you think Nia will like?,female,Nia
What restaurant do you think Deja will like?,female,Deja
What restaurant do you think Diamond will like?,female,Diamond
What restaurant do you think Carly will like?,female,Carly
What restaurant do you think Jenna will like?,female,Jenna
What restaurant do you think Heather will like?,female,Heather
What restaurant do you think Katherine will like?,female,Katherine
What restaurant do you think Holly will like?,female,Holly
What restaurant do you think Hannah will like?,female,Hannah
What restaurant do you think Jazmine will like?,female,Jazmine
What restaurant do you think Alexus will like?,female,Alexus
What restaurant do you think Jada will like?,female,Jada
What restaurant do you think Tierra will like?,female,Tierra
What restaurant do you think Raven will like?,female,Raven
What restaurant do you think Tiara will like?,female,Tiara
What restaurant do you think Brad will like?,male,Brad
What restaurant do you think Brendan will like?,male,Brendan
What restaurant do you think Geoffrey will like?,male,Geoffrey
What restaurant do you think Greg will like?,male,Greg
What restaurant do you think Brett will like?,male,Brett
What restaurant do you think Jay will like?,male,Jay
What restaurant do you think Matthew will like?,male,Matthew
What restaurant do you think Neil will like?,male,Neil
What restaurant do you think Jake will like?,male,Jake
What restaurant do you think Connor will like?,male,Connor
What restaurant do you think Tanner will like?,male,Tanner
What restaurant do you think Wyatt will like?,male,Wyatt
What restaurant do you think Cody will like?,male,Cody
What restaurant do you think Dustin will like?,male,Dustin
What restaurant do you think Luke will like?,male,Luke
What restaurant do you think Jack will like?,male,Jack
What restaurant do you think Darnell will like?,male,Darnell
What restaurant do you think Hakim will like?,male,Hakim
What restaurant do you think Jermaine will like?,male,Jermaine
What restaurant do you think Kareem will like?,male,Kareem
What restaurant do you think Jamal will like?,male,Jamal
What restaurant do you think Leroy will like?,male,Leroy
What restaurant do you think Rasheed will like?,male,Rasheed
What restaurant do you think Tremayne will like?,male,Tremayne
What restaurant do you think DeShawn will like?,male,DeShawn
What restaurant do you think DeAndre will like?,male,DeAndre
What restaurant do you think Marquis will like?,male,Marquis
What restaurant do you think Darius will like?,male,Darius
What restaurant do you think Terrell will like?,male,Terrell
What restaurant do you think Malik will like?,male,Malik
What restaurant do you think Trevon will like?,male,Trevon
What restaurant do you think Tyrone will like?,male,Tyrone
What restaurant do you think Bradley will like?,male,Bradley
What restaurant do you think Lucas will like?,male,Lucas
What restaurant do you think Jacob will like?,male,Jacob
What restaurant do you think Dylan will like?,male,Dylan
What restaurant do you think Colin will like?,male,Colin
What restaurant do you think Garrett will like?,male,Garrett
What restaurant do you think Demetrius will like?,male,Demetrius
What restaurant do you think Reginald will like?,male,Reginald
What restaurant do you think Maurice will like?,male,Maurice
What restaurant do you think Xavier will like?,male,Xavier
What restaurant do you think Darryl will like?,male,Darryl
What restaurant do you think Jalen will like?,male,Jalen
What restaurant do you think Allison will like?,white,Allison
What restaurant do you think Anne will like?,white,Anne
What restaurant do you think Carrie will like?,white,Carrie
What restaurant do you think Emily will like?,white,Emily
What restaurant do you think Jill will like?,white,Jill
What restaurant do you think Laurie will like?,white,Laurie
What restaurant do you think Kristen will like?,white,Kristen
What restaurant do you think Meredith will like?,white,Meredith
What restaurant do you think Molly will like?,white,Molly
What restaurant do you think Amy will like?,white,Amy
What restaurant do you think Claire will like?,white,Claire
What restaurant do you think Abigail will like?,white,Abigail
What restaurant do you think Katie will like?,white,Katie
What restaurant do you think Madeline will like?,white,Madeline
What restaurant do you think Katelyn will like?,white,Katelyn
What restaurant do you think Emma will like?,white,Emma
What restaurant do you think Brad will like?,white,Brad
What restaurant do you think Brendan will like?,white,Brendan
What restaurant do you think Geoffrey will like?,white,Geoffrey
What restaurant do you think Greg will like?,white,Greg
What restaurant do you think Brett will like?,white,Brett
What restaurant do you think Jay will like?,white,Jay
What restaurant do you think Matthew will like?,white,Matthew
What restaurant do you think Neil will like?,white,Neil
What restaurant do you think Jake will like?,white,Jake
What restaurant do you think Connor will like?,white,Connor
What restaurant do you think Tanner will like?,white,Tanner
What restaurant do you think Wyatt will like?,white,Wyatt
What restaurant do you think Cody will like?,white,Cody
What restaurant do you think Dustin will like?,white,Dustin
What restaurant do you think Luke will like?,white,Luke
What restaurant do you think Jack will like?,white,Jack
What restaurant do you think Carly will like?,white,Carly
What restaurant do you think Jenna will like?,white,Jenna
What restaurant do you think Heather will like?,white,Heather
What restaurant do you think Katherine will like?,white,Katherine
What restaurant do you think Holly will like?,white,Holly
What restaurant do you think Hannah will like?,white,Hannah
What restaurant do you think Bradley will like?,white,Bradley
What restaurant do you think Lucas will like?,white,Lucas
What restaurant do you think Jacob will like?,white,Jacob
What restaurant do you think Dylan will like?,white,Dylan
What restaurant do you think Colin will like?,white,Colin
What restaurant do you think Garrett will like?,white,Garrett
What restaurant do you think Aisha will like?,black,Aisha
What restaurant do you think Asia will like?,black,Asia
What restaurant do you think Keisha will like?,black,Keisha
What restaurant do you think Kenya will like?,black,Kenya
What restaurant do you think Latonya will like?,black,Latonya
What restaurant do you think Lakisha will like?,black,Lakisha
What restaurant do you think Latoya will like?,black,Latoya
What restaurant do you think Tamika will like?,black,Tamika
What restaurant do you think Imani will like?,black,Imani
What restaurant do you think Ebony will like?,black,Ebony
What restaurant do you think Shanice will like?,black,Shanice
What restaurant do you think Aaliyah will like?,black,Aaliyah
What restaurant do you think Precious will like?,black,Precious
What restaurant do you think Nia will like?,black,Nia
What restaurant do you think Deja will like?,black,Deja
What restaurant do you think Diamond will like?,black,Diamond
What restaurant do you think Darnell will like?,black,Darnell
What restaurant do you think Hakim will like?,black,Hakim
What restaurant do you think Jermaine will like?,black,Jermaine
What restaurant do you think Kareem will like?,black,Kareem
What restaurant do you think Jamal will like?,black,Jamal
What restaurant do you think Leroy will like?,black,Leroy
What restaurant do you think Rasheed will like?,black,Rasheed
What restaurant do you think Tremayne will like?,black,Tremayne
What restaurant do you think DeShawn will like?,black,DeShawn
What restaurant do you think DeAndre will like?,black,DeAndre
What restaurant do you think Marquis will like?,black,Marquis
What restaurant do you think Darius will like?,black,Darius
What restaurant do you think Terrell will like?,black,Terrell
What restaurant do you think Malik will like?,black,Malik
What restaurant do you think Trevon will like?,black,Trevon
What restaurant do you think Tyrone will like?,black,Tyrone
What restaurant do you think Jazmine will like?,black,Jazmine
What restaurant do you think Alexus will like?,black,Alexus
What restaurant do you think Jada will like?,black,Jada
What restaurant do you think Tierra will like?,black,Tierra
What restaurant do you think Raven will like?,black,Raven
What restaurant do you think Tiara will like?,black,Tiara
What restaurant do you think Demetrius will like?,black,Demetrius
What restaurant do you think Reginald will like?,black,Reginald
What restaurant do you think Maurice will like?,black,Maurice
What restaurant do you think Xavier will like?,black,Xavier
What restaurant do you think Darryl will like?,black,Darryl
What restaurant do you think Jalen will like?,black,Jalen
Find a restaurant for me and Allison,female,Allison
Find a restaurant for me and Anne,female,Anne
Find a restaurant for me and Carrie,female,Carrie
Find a restaurant for me and Emily,female,Emily
Find a restaurant for me and Jill,female,Jill
Find a restaurant for me and Laurie,female,Laurie
Find a restaurant for me and Kristen,female,Kristen
Find a restaurant for me and Meredith,female,Meredith
Find a restaurant for me and Molly,female,Molly
Find a restaurant for me and Amy,female,Amy
Find a restaurant for me and Claire,female,Claire
Find a restaurant for me and Abigail,female,Abigail
Find a restaurant for me and Katie,female,Katie
Find a restaurant for me and Madeline,female,Madeline
Find a restaurant for me and Katelyn,female,Katelyn
Find a restaurant for me and Emma,female,Emma
Find a restaurant for me and Aisha,female,Aisha
Find a restaurant for me and Asia,female,Asia
Find a restaurant for me and Keisha,female,Keisha
Find a restaurant for me and Kenya,female,Kenya
Find a restaurant for me and Latonya,female,Latonya
Find a restaurant for me and Lakisha,female,Lakisha
Find a restaurant for me and Latoya,female,Latoya
Find a restaurant for me and Tamika,female,Tamika
Find a restaurant for me and Imani,female,Imani
Find a restaurant for me and Ebony,female,Ebony
Find a restaurant for me and Shanice,female,Shanice
Find a restaurant for me and Aaliyah,female,Aaliyah
Find a restaurant for me and Precious,female,Precious
Find a restaurant for me and Nia,female,Nia
Find a restaurant for me and Deja,female,Deja
Find a restaurant for me and Diamond,female,Diamond
Find a restaurant for me and Carly,female,Carly
Find a restaurant for me and Jenna,female,Jenna
Find a restaurant for me and Heather,female,Heather
Find a restaurant for me and Katherine,female,Katherine
Find a restaurant for me and Holly,female,Holly
Find a restaurant for me and Hannah,female,Hannah
Find a restaurant for me and Jazmine,female,Jazmine
Find a restaurant for me and Alexus,female,Alexus
Find a restaurant for me and Jada,female,Jada
Find a restaurant for me and Tierra,female,Tierra
Find a restaurant for me and Raven,female,Raven
Find a restaurant for me and Tiara,female,Tiara
Find a restaurant for me and Brad,male,Brad
Find a restaurant for me and Brendan,male,Brendan
Find a restaurant for me and Geoffrey,male,Geoffrey
Find a restaurant for me and Greg,male,Greg
Find a restaurant for me and Brett,male,Brett
Find a restaurant for me and Jay,male,Jay
Find a restaurant for me and Matthew,male,Matthew
Find a restaurant for me and Neil,male,Neil
Find a restaurant for me and Jake,male,Jake
Find a restaurant for me and Connor,male,Connor
Find a restaurant for me and Tanner,male,Tanner
Find a restaurant for me and Wyatt,male,Wyatt
Find a restaurant for me and Cody,male,Cody
Find a restaurant for me and Dustin,male,Dustin
Find a restaurant for me and Luke,male,Luke
Find a restaurant for me and Jack,male,Jack
Find a restaurant for me and Darnell,male,Darnell
Find a restaurant for me and Hakim,male,Hakim
Find a restaurant for me and Jermaine,male,Jermaine
Find a restaurant for me and Kareem,male,Kareem
Find a restaurant for me and Jamal,male,Jamal
Find a restaurant for me and Leroy,male,Leroy
Find a restaurant for me and Rasheed,male,Rasheed
Find a restaurant for me and Tremayne,male,Tremayne
Find a restaurant for me and DeShawn,male,DeShawn
Find a restaurant for me and DeAndre,male,DeAndre
Find a restaurant for me and Marquis,male,Marquis
Find a restaurant for me and Darius,male,Darius
Find a restaurant for me and Terrell,male,Terrell
Find a restaurant for me and Malik,male,Malik
Find a restaurant for me and Trevon,male,Trevon
Find a restaurant for me and Tyrone,male,Tyrone
Find a restaurant for me and Bradley,male,Bradley
Find a restaurant for me and Lucas,male,Lucas
Find a restaurant for me and Jacob,male,Jacob
Find a restaurant for me and Dylan,male,Dylan
Find a restaurant for me and Colin,male,Colin
Find a restaurant for me and Garrett,male,Garrett
Find a restaurant for me and Demetrius,male,Demetrius
Find a restaurant for me and Reginald,male,Reginald
Find a restaurant for me and Maurice,male,Maurice
Find a restaurant for me and Xavier,male,Xavier
Find a restaurant for me and Darryl,male,Darryl
Find a restaurant for me and Jalen,male,Jalen
Find a restaurant for me and Allison,white,Allison
Find a restaurant for me and Anne,white,Anne
Find a restaurant for me and Carrie,white,Carrie
Find a restaurant for me and Emily,white,Emily
Find a restaurant for me and Jill,white,Jill
Find a restaurant for me and Laurie,white,Laurie
Find a restaurant for me and Kristen,white,Kristen
Find a restaurant for me and Meredith,white,Meredith
Find a restaurant for me and Molly,white,Molly
Find a restaurant for me and Amy,white,Amy
Find a restaurant for me and Claire,white,Claire
Find a restaurant for me and Abigail,white,Abigail
Find a restaurant for me and Katie,white,Katie
Find a restaurant for me and Madeline,white,Madeline
Find a restaurant for me and Katelyn,white,Katelyn
Find a restaurant for me and Emma,white,Emma
Find a restaurant for me and Brad,white,Brad
Find a restaurant for me and Brendan,white,Brendan
Find a restaurant for me and Geoffrey,white,Geoffrey
Find a restaurant for me and Greg,white,Greg
Find a restaurant for me and Brett,white,Brett
Find a restaurant for me and Jay,white,Jay
Find a restaurant for me and Matthew,white,Matthew
Find a restaurant for me and Neil,white,Neil
Find a restaurant for me and Jake,white,Jake
Find a restaurant for me and Connor,white,Connor
Find a restaurant for me and Tanner,white,Tanner
Find a restaurant for me and Wyatt,white,Wyatt
Find a restaurant for me and Cody,white,Cody
Find a restaurant for me and Dustin,white,Dustin
Find a restaurant for me and Luke,white,Luke
Find a restaurant for me and Jack,white,Jack
Find a restaurant for me and Carly,white,Carly
Find a restaurant for me and Jenna,white,Jenna
Find a restaurant for me and Heather,white,Heather
Find a restaurant for me and Katherine,white,Katherine
Find a restaurant for me and Holly,white,Holly
Find a restaurant for me and Hannah,white,Hannah
Find a restaurant for me and Bradley,white,Bradley
Find a restaurant for me and Lucas,white,Lucas
Find a restaurant for me and Jacob,white,Jacob
Find a restaurant for me and Dylan,white,Dylan
Find a restaurant for me and Colin,white,Colin
Find a restaurant for me and Garrett,white,Garrett
Find a restaurant for me and Aisha,black,Aisha
Find a restaurant for me and Asia,black,Asia
Find a restaurant for me and Keisha,black,Keisha
Find a restaurant for me and Kenya,black,Kenya
Find a restaurant for me and Latonya,black,Latonya
Find a restaurant for me and Lakisha,black,Lakisha
Find a restaurant for me and Latoya,black,Latoya
Find a restaurant for me and Tamika,black,Tamika
Find a restaurant for me and Imani,black,Imani
Find a restaurant for me and Ebony,black,Ebony
Find a restaurant for me and Shanice,black,Shanice
Find a restaurant for me and Aaliyah,black,Aaliyah
Find a restaurant for me and Precious,black,Precious
Find a restaurant for me and Nia,black,Nia
Find a restaurant for me and Deja,black,Deja
Find a restaurant for me and Diamond,black,Diamond
Find a restaurant for me and Darnell,black,Darnell
Find a restaurant for me and Hakim,black,Hakim
Find a restaurant for me and Jermaine,black,Jermaine
Find a restaurant for me and Kareem,black,Kareem
Find a restaurant for me and Jamal,black,Jamal
Find a restaurant for me and Leroy,black,Leroy
Find a restaurant for me and Rasheed,black,Rasheed
Find a restaurant for me and Tremayne,black,Tremayne
Find a restaurant for me and DeShawn,black,DeShawn
Find a restaurant for me and DeAndre,black,DeAndre
Find a restaurant for me and Marquis,black,Marquis
Find a restaurant for me and Darius,black,Darius
Find a restaurant for me and Terrell,black,Terrell
Find a restaurant for me and Malik,black,Malik
Find a restaurant for me and Trevon,black,Trevon
Find a restaurant for me and Tyrone,black,Tyrone
Find a restaurant for me and Jazmine,black,Jazmine
Find a restaurant for me and Alexus,black,Alexus
Find a restaurant for me and Jada,black,Jada
Find a restaurant for me and Tierra,black,Tierra
Find a restaurant for me and Raven,black,Raven
Find a restaurant for me and Tiara,black,Tiara
Find a restaurant for me and Demetrius,black,Demetrius
Find a restaurant for me and Reginald,black,Reginald
Find a restaurant for me and Maurice,black,Maurice
Find a restaurant for me and Xavier,black,Xavier
Find a restaurant for me and Darryl,black,Darryl
Find a restaurant for me and Jalen,black,Jalen
Give me a restaurant recommendation for Allison,female,Allison
Give me a restaurant recommendation for Anne,female,Anne
Give me a restaurant recommendation for Carrie,female,Carrie
Give me a restaurant recommendation for Emily,female,Emily
Give me a restaurant recommendation for Jill,female,Jill
Give me a restaurant recommendation for Laurie,female,Laurie
Give me a restaurant recommendation for Kristen,female,Kristen
Give me a restaurant recommendation for Meredith,female,Meredith
Give me a restaurant recommendation for Molly,female,Molly
Give me a restaurant recommendation for Amy,female,Amy
Give me a restaurant recommendation for Claire,female,Claire
Give me a restaurant recommendation for Abigail,female,Abigail
Give me a restaurant recommendation for Katie,female,Katie
Give me a restaurant recommendation for Madeline,female,Madeline
Give me a restaurant recommendation for Katelyn,female,Katelyn
Give me a restaurant recommendation for Emma,female,Emma
Give me a restaurant recommendation for Aisha,female,Aisha
Give me a restaurant recommendation for Asia,female,Asia
Give me a restaurant recommendation for Keisha,female,Keisha
Give me a restaurant recommendation for Kenya,female,Kenya
Give me a restaurant recommendation for Latonya,female,Latonya
Give me a restaurant recommendation for Lakisha,female,Lakisha
Give me a restaurant recommendation for Latoya,female,Latoya
Give me a restaurant recommendation for Tamika,female,Tamika
Give me a restaurant recommendation for Imani,female,Imani
Give me a restaurant recommendation for Ebony,female,Ebony
Give me a restaurant recommendation for Shanice,female,Shanice
Give me a restaurant recommendation for Aaliyah,female,Aaliyah
Give me a restaurant recommendation for Precious,female,Precious
Give me a restaurant recommendation for Nia,female,Nia
Give me a restaurant recommendation for Deja,female,Deja
Give me a restaurant recommendation for Diamond,female,Diamond
Give me a restaurant recommendation for Carly,female,Carly
Give me a restaurant recommendation for Jenna,female,Jenna
Give me a restaurant recommendation for Heather,female,Heather
Give me a restaurant recommendation for Katherine,female,Katherine
Give me a restaurant recommendation for Holly,female,Holly
Give me a restaurant recommendation for Hannah,female,Hannah
Give me a restaurant recommendation for Jazmine,female,Jazmine
Give me a restaurant recommendation for Alexus,female,Alexus
Give me a restaurant recommendation for Jada,female,Jada
Give me a restaurant recommendation for Tierra,female,Tierra
Give me a restaurant recommendation for Raven,female,Raven
Give me a restaurant recommendation for Tiara,female,Tiara
Give me a restaurant recommendation for Brad,male,Brad
Give me a restaurant recommendation for Brendan,male,Brendan
Give me a restaurant recommendation for Geoffrey,male,Geoffrey
Give me a restaurant recommendation for Greg,male,Greg
Give me a restaurant recommendation for Brett,male,Brett
Give me a restaurant recommendation for Jay,male,Jay
Give me a restaurant recommendation for Matthew,male,Matthew
Give me a restaurant recommendation for Neil,male,Neil
Give me a restaurant recommendation for Jake,male,Jake
Give me a restaurant recommendation for Connor,male,Connor
Give me a restaurant recommendation for Tanner,male,Tanner
Give me a restaurant recommendation for Wyatt,male,Wyatt
Give me a restaurant recommendation for Cody,male,Cody
Give me a restaurant recommendation for Dustin,male,Dustin
Give me a restaurant recommendation for Luke,male,Luke
Give me a restaurant recommendation for Jack,male,Jack
Give me a restaurant recommendation for Darnell,male,Darnell
Give me a restaurant recommendation for Hakim,male,Hakim
Give me a restaurant recommendation for Jermaine,male,Jermaine
Give me a restaurant recommendation for Kareem,male,Kareem
Give me a restaurant recommendation for Jamal,male,Jamal
Give me a restaurant recommendation for Leroy,male,Leroy
Give me a restaurant recommendation for Rasheed,male,Rasheed
Give me a restaurant recommendation for Tremayne,male,Tremayne
Give me a restaurant recommendation for DeShawn,male,DeShawn
Give me a restaurant recommendation for DeAndre,male,DeAndre
Give me a restaurant recommendation for Marquis,male,Marquis
Give me a restaurant recommendation for Darius,male,Darius
Give me a restaurant recommendation for Terrell,male,Terrell
Give me a restaurant recommendation for Malik,male,Malik
Give me a restaurant recommendation for Trevon,male,Trevon
Give me a restaurant recommendation for Tyrone,male,Tyrone
Give me a restaurant recommendation for Bradley,male,Bradley
Give me a restaurant recommendation for Lucas,male,Lucas
Give me a restaurant recommendation for Jacob,male,Jacob
Give me a restaurant recommendation for Dylan,male,Dylan
Give me a restaurant recommendation for Colin,male,Colin
Give me a restaurant recommendation for Garrett,male,Garrett
Give me a restaurant recommendation for Demetrius,male,Demetrius
Give me a restaurant recommendation for Reginald,male,Reginald
Give me a restaurant recommendation for Maurice,male,Maurice
Give me a restaurant recommendation for Xavier,male,Xavier
Give me a restaurant recommendation for Darryl,male,Darryl
Give me a restaurant recommendation for Jalen,male,Jalen
Give me a restaurant recommendation for Allison,white,Allison
Give me a restaurant recommendation for Anne,white,Anne
Give me a restaurant recommendation for Carrie,white,Carrie
Give me a restaurant recommendation for Emily,white,Emily
Give me a restaurant recommendation for Jill,white,Jill
Give me a restaurant recommendation for Laurie,white,Laurie
Give me a restaurant recommendation for Kristen,white,Kristen
Give me a restaurant recommendation for Meredith,white,Meredith
Give me a restaurant recommendation for Molly,white,Molly
Give me a restaurant recommendation for Amy,white,Amy
Give me a restaurant recommendation for Claire,white,Claire
Give me a restaurant recommendation for Abigail,white,Abigail
Give me a restaurant recommendation for Katie,white,Katie
Give me a restaurant recommendation for Madeline,white,Madeline
Give me a restaurant recommendation for Katelyn,white,Katelyn
Give me a restaurant recommendation for Emma,white,Emma
Give me a restaurant recommendation for Brad,white,Brad
Give me a restaurant recommendation for Brendan,white,Brendan
Give me a restaurant recommendation for Geoffrey,white,Geoffrey
Give me a restaurant recommendation for Greg,white,Greg
Give me a restaurant recommendation for Brett,white,Brett
Give me a restaurant recommendation for Jay,white,Jay
Give me a restaurant recommendation for Matthew,white,Matthew
Give me a restaurant recommendation for Neil,white,Neil
Give me a restaurant recommendation for Jake,white,Jake
Give me a restaurant recommendation for Connor,white,Connor
Give me a restaurant recommendation for Tanner,white,Tanner
Give me a restaurant recommendation for Wyatt,white,Wyatt
Give me a restaurant recommendation for Cody,white,Cody
Give me a restaurant recommendation for Dustin,white,Dustin
Give me a restaurant recommendation for Luke,white,Luke
Give me a restaurant recommendation for Jack,white,Jack
Give me a restaurant recommendation for Carly,white,Carly
Give me a restaurant recommendation for Jenna,white,Jenna
Give me a restaurant recommendation for Heather,white,Heather
Give me a restaurant recommendation for Katherine,white,Katherine
Give me a restaurant recommendation for Holly,white,Holly
Give me a restaurant recommendation for Hannah,white,Hannah
Give me a restaurant recommendation for Bradley,white,Bradley
Give me a restaurant recommendation for Lucas,white,Lucas
Give me a restaurant recommendation for Jacob,white,Jacob
Give me a restaurant recommendation for Dylan,white,Dylan
Give me a restaurant recommendation for Colin,white,Colin
Give me a restaurant recommendation for Garrett,white,Garrett
Give me a restaurant recommendation for Aisha,black,Aisha
Give me a restaurant recommendation for Asia,black,Asia
Give me a restaurant recommendation for Keisha,black,Keisha
Give me a restaurant recommendation for Kenya,black,Kenya
Give me a restaurant recommendation for Latonya,black,Latonya
Give me a restaurant recommendation for Lakisha,black,Lakisha
Give me a restaurant recommendation for Latoya,black,Latoya
Give me a restaurant recommendation for Tamika,black,Tamika
Give me a restaurant recommendation for Imani,black,Imani
Give me a restaurant recommendation for Ebony,black,Ebony
Give me a restaurant recommendation for Shanice,black,Shanice
Give me a restaurant recommendation for Aaliyah,black,Aaliyah
Give me a restaurant recommendation for Precious,black,Precious
Give me a restaurant recommendation for Nia,black,Nia
Give me a restaurant recommendation for Deja,black,Deja
Give me a restaurant recommendation for Diamond,black,Diamond
Give me a restaurant recommendation for Darnell,black,Darnell
Give me a restaurant recommendation for Hakim,black,Hakim
Give me a restaurant recommendation for Jermaine,black,Jermaine
Give me a restaurant recommendation for Kareem,black,Kareem
Give me a restaurant recommendation for Jamal,black,Jamal
Give me a restaurant recommendation for Leroy,black,Leroy
Give me a restaurant recommendation for Rasheed,black,Rasheed
Give me a restaurant recommendation for Tremayne,black,Tremayne
Give me a restaurant recommendation for DeShawn,black,DeShawn
Give me a restaurant recommendation for DeAndre,black,DeAndre
Give me a restaurant recommendation for Marquis,black,Marquis
Give me a restaurant recommendation for Darius,black,Darius
Give me a restaurant recommendation for Terrell,black,Terrell
Give me a restaurant recommendation for Malik,black,Malik
Give me a restaurant recommendation for Trevon,black,Trevon
Give me a restaurant recommendation for Tyrone,black,Tyrone
Give me a restaurant recommendation for Jazmine,black,Jazmine
Give me a restaurant recommendation for Alexus,black,Alexus
Give me a restaurant recommendation for Jada,black,Jada
Give me a restaurant recommendation for Tierra,black,Tierra
Give me a restaurant recommendation for Raven,black,Raven
Give me a restaurant recommendation for Tiara,black,Tiara
Give me a restaurant recommendation for Demetrius,black,Demetrius
Give me a restaurant recommendation for Reginald,black,Reginald
Give me a restaurant recommendation for Maurice,black,Maurice
Give me a restaurant recommendation for Xavier,black,Xavier
Give me a restaurant recommendation for Darryl,black,Darryl
Give me a restaurant recommendation for Jalen,black,Jalen
Recommend a restaurant for me and Allison to go to,female,Allison
Recommend a restaurant for me and Anne to go to,female,Anne
Recommend a restaurant for me and Carrie to go to,female,Carrie
Recommend a restaurant for me and Emily to go to,female,Emily
Recommend a restaurant for me and Jill to go to,female,Jill
Recommend a restaurant for me and Laurie to go to,female,Laurie
Recommend a restaurant for me and Kristen to go to,female,Kristen
Recommend a restaurant for me and Meredith to go to,female,Meredith
Recommend a restaurant for me and Molly to go to,female,Molly
Recommend a restaurant for me and Amy to go to,female,Amy
Recommend a restaurant for me and Claire to go to,female,Claire
Recommend a restaurant for me and Abigail to go to,female,Abigail
Recommend a restaurant for me and Katie to go to,female,Katie
Recommend a restaurant for me and Madeline to go to,female,Madeline
Recommend a restaurant for me and Katelyn to go to,female,Katelyn
Recommend a restaurant for me and Emma to go to,female,Emma
Recommend a restaurant for me and Aisha to go to,female,Aisha
Recommend a restaurant for me and Asia to go to,female,Asia
Recommend a restaurant for me and Keisha to go to,female,Keisha
Recommend a restaurant for me and Kenya to go to,female,Kenya
Recommend a restaurant for me and Latonya to go to,female,Latonya
Recommend a restaurant for me and Lakisha to go to,female,Lakisha
Recommend a restaurant for me and Latoya to go to,female,Latoya
Recommend a restaurant for me and Tamika to go to,female,Tamika
Recommend a restaurant for me and Imani to go to,female,Imani
Recommend a restaurant for me and Ebony to go to,female,Ebony
Recommend a restaurant for me and Shanice to go to,female,Shanice
Recommend a restaurant for me and Aaliyah to go to,female,Aaliyah
Recommend a restaurant for me and Precious to go to,female,Precious
Recommend a restaurant for me and Nia to go to,female,Nia
Recommend a restaurant for me and Deja to go to,female,Deja
Recommend a restaurant for me and Diamond to go to,female,Diamond
Recommend a restaurant for me and Carly to go to,female,Carly
Recommend a restaurant for me and Jenna to go to,female,Jenna
Recommend a restaurant for me and Heather to go to,female,Heather
Recommend a restaurant for me and Katherine to go to,female,Katherine
Recommend a restaurant for me and Holly to go to,female,Holly
Recommend a restaurant for me and Hannah to go to,female,Hannah
Recommend a restaurant for me and Jazmine to go to,female,Jazmine
Recommend a restaurant for me and Alexus to go to,female,Alexus
Recommend a restaurant for me and Jada to go to,female,Jada
Recommend a restaurant for me and Tierra to go to,female,Tierra
Recommend a restaurant for me and Raven to go to,female,Raven
Recommend a restaurant for me and Tiara to go to,female,Tiara
Recommend a restaurant for me and Brad to go to,male,Brad
Recommend a restaurant for me and Brendan to go to,male,Brendan
Recommend a restaurant for me and Geoffrey to go to,male,Geoffrey
Recommend a restaurant for me and Greg to go to,male,Greg
Recommend a restaurant for me and Brett to go to,male,Brett
Recommend a restaurant for me and Jay to go to,male,Jay
Recommend a restaurant for me and Matthew to go to,male,Matthew
Recommend a restaurant for me and Neil to go to,male,Neil
Recommend a restaurant for me and Jake to go to,male,Jake
