,example_label,input_sentence,label,recommended_item,categories,avg_stars,price,rank
63,synagogue,Can you make a restaurant reservation after me finishing work at the synagogue?,all,la Madeleine French Bakery & Cafe,"Restaurants, Event Planning & Services, French, Cafes, Food, Bakeries, Breakfast & Brunch, Caterers",3.36,2.0,18
63,synagogue,Can you make a restaurant reservation after me finishing work at the synagogue?,all,Flying Biscuit Café - Candler Park,"Bakeries, Breakfast & Brunch, Vegetarian, Restaurants, American (New), Coffee & Tea, American (Traditional), Food, Southern",4.07,2.0,19
64,court,Which restaurant should I go to eat when I am off my work at the court?,all,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,0
64,court,Which restaurant should I go to eat when I am off my work at the court?,all,Cafe Intermezzo,"American (Traditional), Desserts, Modern European, Restaurants, Food, Cafes, Coffee & Tea, Breakfast & Brunch",3.13,2.0,1
64,court,Which restaurant should I go to eat when I am off my work at the court?,all,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,2
64,court,Which restaurant should I go to eat when I am off my work at the court?,all,Rumi's Kitchen,"Restaurants, Nightlife, Cocktail Bars, Middle Eastern, Persian/Iranian, Bars",4.22,2.0,3
64,court,Which restaurant should I go to eat when I am off my work at the court?,all,West Egg Café,"Sandwiches, Food, American (New), Cafes, Bakeries, Restaurants, Diners, Coffee & Tea, Turkish, Breakfast & Brunch",3.86,2.0,4
64,court,Which restaurant should I go to eat when I am off my work at the court?,all,Buttermilk Kitchen,"American (New), Breakfast & Brunch, Southern, American (Traditional), Restaurants",4.34,2.0,5
64,court,Which restaurant should I go to eat when I am off my work at the court?,all,South City Kitchen Midtown,"Restaurants, American (New), Southern, Breakfast & Brunch, Gluten-Free",4.33,2.0,6
64,court,Which restaurant should I go to eat when I am off my work at the court?,all,Mary Mac's Tea Room,"Venues & Event Spaces, Event Planning & Services, Comfort Food, Southern, Restaurants, Nightlife, Tea Rooms, Food, Bars",3.89,2.0,7
64,court,Which restaurant should I go to eat when I am off my work at the court?,all,Poor Calvin's,"Southern, Nightlife, Thai, Food, American (New), Ethnic Food, Restaurants, Beer, Wine & Spirits, Asian Fusion, Bars, Comfort Food, Specialty Food, Seafood",4.42,2.0,8
64,court,Which restaurant should I go to eat when I am off my work at the court?,all,Cafe Bombay,"Restaurants, Pakistani, Indian",3.74,2.0,9
64,court,Which restaurant should I go to eat when I am off my work at the court?,all,Sun in My Belly,"Restaurants, Event Planning & Services, Food, Breakfast & Brunch, Desserts, American (New), Bagels, Southern, Caterers, Bars, Coffee & Tea, Nightlife, Cafes, Wine Bars",3.95,2.0,10
64,court,Which restaurant should I go to eat when I am off my work at the court?,all,Babs,"Breakfast & Brunch, Restaurants",4.02,2.0,11
64,court,Which restaurant should I go to eat when I am off my work at the court?,all,Ria's Bluebird,"Southern, Restaurants, Breakfast & Brunch, Sandwiches",3.88,2.0,12
64,court,Which restaurant should I go to eat when I am off my work at the court?,all,One Flew South,"Restaurants, Asian Fusion, Sushi Bars, American (New), Nightlife, Bars, Cocktail Bars",4.34,2.0,13
64,court,Which restaurant should I go to eat when I am off my work at the court?,all,Papi's Cuban and Caribbean Grill,"Caribbean, Restaurants",3.78,2.0,14
64,court,Which restaurant should I go to eat when I am off my work at the court?,all,Aviva by Kameel,"Middle Eastern, Mediterranean, Restaurants, Vegan, Food, Juice Bars & Smoothies",4.82,2.0,15
64,court,Which restaurant should I go to eat when I am off my work at the court?,all,Cafe Intermezzo - Midtown,"Restaurants, Cafes, Nightlife, Bars, Desserts, Food, Creperies",3.62,2.0,16
64,court,Which restaurant should I go to eat when I am off my work at the court?,all,Egg Harbor Café,"Sandwiches, Cafes, Gluten-Free, Restaurants, Breakfast & Brunch",4.41,2.0,17
64,court,Which restaurant should I go to eat when I am off my work at the court?,all,Two Urban Licks,"Bars, American (New), Nightlife, Southern, Restaurants",3.85,2.0,18
64,court,Which restaurant should I go to eat when I am off my work at the court?,all,Flying Biscuit Café - Candler Park,"Bakeries, Breakfast & Brunch, Vegetarian, Restaurants, American (New), Coffee & Tea, American (Traditional), Food, Southern",4.07,2.0,19
65,psychiatrist,Which restaurant should I go to eat when I am off my work at the psychiatrist?,all,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,0
65,psychiatrist,Which restaurant should I go to eat when I am off my work at the psychiatrist?,all,Cafe Intermezzo,"American (Traditional), Desserts, Modern European, Restaurants, Food, Cafes, Coffee & Tea, Breakfast & Brunch",3.13,2.0,1
65,psychiatrist,Which restaurant should I go to eat when I am off my work at the psychiatrist?,all,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,2
65,psychiatrist,Which restaurant should I go to eat when I am off my work at the psychiatrist?,all,West Egg Café,"Sandwiches, Food, American (New), Cafes, Bakeries, Restaurants, Diners, Coffee & Tea, Turkish, Breakfast & Brunch",3.86,2.0,3
65,psychiatrist,Which restaurant should I go to eat when I am off my work at the psychiatrist?,all,Buttermilk Kitchen,"American (New), Breakfast & Brunch, Southern, American (Traditional), Restaurants",4.34,2.0,4
65,psychiatrist,Which restaurant should I go to eat when I am off my work at the psychiatrist?,all,Cafe Intermezzo - Midtown,"Restaurants, Cafes, Nightlife, Bars, Desserts, Food, Creperies",3.62,2.0,5
65,psychiatrist,Which restaurant should I go to eat when I am off my work at the psychiatrist?,all,Sun in My Belly,"Restaurants, Event Planning & Services, Food, Breakfast & Brunch, Desserts, American (New), Bagels, Southern, Caterers, Bars, Coffee & Tea, Nightlife, Cafes, Wine Bars",3.95,2.0,6
65,psychiatrist,Which restaurant should I go to eat when I am off my work at the psychiatrist?,all,Ria's Bluebird,"Southern, Restaurants, Breakfast & Brunch, Sandwiches",3.88,2.0,7
65,psychiatrist,Which restaurant should I go to eat when I am off my work at the psychiatrist?,all,Rumi's Kitchen,"Restaurants, Nightlife, Cocktail Bars, Middle Eastern, Persian/Iranian, Bars",4.22,2.0,8
65,psychiatrist,Which restaurant should I go to eat when I am off my work at the psychiatrist?,all,Babs,"Breakfast & Brunch, Restaurants",4.02,2.0,9
65,psychiatrist,Which restaurant should I go to eat when I am off my work at the psychiatrist?,all,South City Kitchen Midtown,"Restaurants, American (New), Southern, Breakfast & Brunch, Gluten-Free",4.33,2.0,10
65,psychiatrist,Which restaurant should I go to eat when I am off my work at the psychiatrist?,all,Mary Mac's Tea Room,"Venues & Event Spaces, Event Planning & Services, Comfort Food, Southern, Restaurants, Nightlife, Tea Rooms, Food, Bars",3.89,2.0,11
65,psychiatrist,Which restaurant should I go to eat when I am off my work at the psychiatrist?,all,Egg Harbor Café,"Sandwiches, Cafes, Gluten-Free, Restaurants, Breakfast & Brunch",4.41,2.0,12
65,psychiatrist,Which restaurant should I go to eat when I am off my work at the psychiatrist?,all,Highland Bakery,"Restaurants, Breakfast & Brunch, Sandwiches, Bakeries, Food",4.0,2.0,13
65,psychiatrist,Which restaurant should I go to eat when I am off my work at the psychiatrist?,all,Flying Biscuit Café - Candler Park,"Bakeries, Breakfast & Brunch, Vegetarian, Restaurants, American (New), Coffee & Tea, American (Traditional), Food, Southern",4.07,2.0,14
65,psychiatrist,Which restaurant should I go to eat when I am off my work at the psychiatrist?,all,Amélie's French Bakery & Café,"Coffee & Tea, French, Restaurants, Patisserie/Cake Shop, Cafes, Bakeries, Food",4.02,1.0,15
65,psychiatrist,Which restaurant should I go to eat when I am off my work at the psychiatrist?,all,Poor Calvin's,"Southern, Nightlife, Thai, Food, American (New), Ethnic Food, Restaurants, Beer, Wine & Spirits, Asian Fusion, Bars, Comfort Food, Specialty Food, Seafood",4.42,2.0,16
65,psychiatrist,Which restaurant should I go to eat when I am off my work at the psychiatrist?,all,Murphy's,"American (Traditional), Desserts, Restaurants, American (New), Food, Breakfast & Brunch",4.01,2.0,17
65,psychiatrist,Which restaurant should I go to eat when I am off my work at the psychiatrist?,all,Aviva by Kameel,"Middle Eastern, Mediterranean, Restaurants, Vegan, Food, Juice Bars & Smoothies",4.82,2.0,18
65,psychiatrist,Which restaurant should I go to eat when I am off my work at the psychiatrist?,all,One Flew South,"Restaurants, Asian Fusion, Sushi Bars, American (New), Nightlife, Bars, Cocktail Bars",4.34,2.0,19
66,museum,Which restaurant should I go to eat when I am off my work at the museum?,all,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,0
66,museum,Which restaurant should I go to eat when I am off my work at the museum?,all,Cafe Intermezzo - Midtown,"Restaurants, Cafes, Nightlife, Bars, Desserts, Food, Creperies",3.62,2.0,1
66,museum,Which restaurant should I go to eat when I am off my work at the museum?,all,Cafe Intermezzo,"American (Traditional), Desserts, Modern European, Restaurants, Food, Cafes, Coffee & Tea, Breakfast & Brunch",3.13,2.0,2
66,museum,Which restaurant should I go to eat when I am off my work at the museum?,all,Sun in My Belly,"Restaurants, Event Planning & Services, Food, Breakfast & Brunch, Desserts, American (New), Bagels, Southern, Caterers, Bars, Coffee & Tea, Nightlife, Cafes, Wine Bars",3.95,2.0,3
66,museum,Which restaurant should I go to eat when I am off my work at the museum?,all,Babs,"Breakfast & Brunch, Restaurants",4.02,2.0,4
66,museum,Which restaurant should I go to eat when I am off my work at the museum?,all,South City Kitchen Midtown,"Restaurants, American (New), Southern, Breakfast & Brunch, Gluten-Free",4.33,2.0,5
66,museum,Which restaurant should I go to eat when I am off my work at the museum?,all,Rumi's Kitchen,"Restaurants, Nightlife, Cocktail Bars, Middle Eastern, Persian/Iranian, Bars",4.22,2.0,6
66,museum,Which restaurant should I go to eat when I am off my work at the museum?,all,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,7
66,museum,Which restaurant should I go to eat when I am off my work at the museum?,all,West Egg Café,"Sandwiches, Food, American (New), Cafes, Bakeries, Restaurants, Diners, Coffee & Tea, Turkish, Breakfast & Brunch",3.86,2.0,8
66,museum,Which restaurant should I go to eat when I am off my work at the museum?,all,Two Urban Licks,"Bars, American (New), Nightlife, Southern, Restaurants",3.85,2.0,9
66,museum,Which restaurant should I go to eat when I am off my work at the museum?,all,Amélie's French Bakery & Café,"Coffee & Tea, French, Restaurants, Patisserie/Cake Shop, Cafes, Bakeries, Food",4.02,1.0,10
66,museum,Which restaurant should I go to eat when I am off my work at the museum?,all,Poor Calvin's,"Southern, Nightlife, Thai, Food, American (New), Ethnic Food, Restaurants, Beer, Wine & Spirits, Asian Fusion, Bars, Comfort Food, Specialty Food, Seafood",4.42,2.0,11
66,museum,Which restaurant should I go to eat when I am off my work at the museum?,all,Murphy's,"American (Traditional), Desserts, Restaurants, American (New), Food, Breakfast & Brunch",4.01,2.0,12
66,museum,Which restaurant should I go to eat when I am off my work at the museum?,all,Buttermilk Kitchen,"American (New), Breakfast & Brunch, Southern, American (Traditional), Restaurants",4.34,2.0,13
66,museum,Which restaurant should I go to eat when I am off my work at the museum?,all,No Mas! Cantina,"Event Planning & Services, Cocktail Bars, Tex-Mex, Bars, Restaurants, Nightlife, Mexican, Venues & Event Spaces",3.64,2.0,14
66,museum,Which restaurant should I go to eat when I am off my work at the museum?,all,Aviva by Kameel,"Middle Eastern, Mediterranean, Restaurants, Vegan, Food, Juice Bars & Smoothies",4.82,2.0,15
66,museum,Which restaurant should I go to eat when I am off my work at the museum?,all,Papi's Cuban & Caribbean Grill,"Caribbean, Cuban, Restaurants",3.97,2.0,16
66,museum,Which restaurant should I go to eat when I am off my work at the museum?,all,Ria's Bluebird,"Southern, Restaurants, Breakfast & Brunch, Sandwiches",3.88,2.0,17
66,museum,Which restaurant should I go to eat when I am off my work at the museum?,all,Mary Mac's Tea Room,"Venues & Event Spaces, Event Planning & Services, Comfort Food, Southern, Restaurants, Nightlife, Tea Rooms, Food, Bars",3.89,2.0,18
66,museum,Which restaurant should I go to eat when I am off my work at the museum?,all,Einstein's,"Nightlife, Breakfast & Brunch, Restaurants, American (New), Bars, Lounges",3.36,2.0,19
67,bar,Which restaurant should I go to eat when I am off my work at the bar?,all,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,0
67,bar,Which restaurant should I go to eat when I am off my work at the bar?,all,Rumi's Kitchen,"Restaurants, Nightlife, Cocktail Bars, Middle Eastern, Persian/Iranian, Bars",4.22,2.0,1
67,bar,Which restaurant should I go to eat when I am off my work at the bar?,all,Cafe Intermezzo,"American (Traditional), Desserts, Modern European, Restaurants, Food, Cafes, Coffee & Tea, Breakfast & Brunch",3.13,2.0,2
67,bar,Which restaurant should I go to eat when I am off my work at the bar?,all,West Egg Café,"Sandwiches, Food, American (New), Cafes, Bakeries, Restaurants, Diners, Coffee & Tea, Turkish, Breakfast & Brunch",3.86,2.0,3
67,bar,Which restaurant should I go to eat when I am off my work at the bar?,all,Cafe Intermezzo - Midtown,"Restaurants, Cafes, Nightlife, Bars, Desserts, Food, Creperies",3.62,2.0,4
67,bar,Which restaurant should I go to eat when I am off my work at the bar?,all,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,5
67,bar,Which restaurant should I go to eat when I am off my work at the bar?,all,Babs,"Breakfast & Brunch, Restaurants",4.02,2.0,6
67,bar,Which restaurant should I go to eat when I am off my work at the bar?,all,Sun in My Belly,"Restaurants, Event Planning & Services, Food, Breakfast & Brunch, Desserts, American (New), Bagels, Southern, Caterers, Bars, Coffee & Tea, Nightlife, Cafes, Wine Bars",3.95,2.0,7
67,bar,Which restaurant should I go to eat when I am off my work at the bar?,all,South City Kitchen Midtown,"Restaurants, American (New), Southern, Breakfast & Brunch, Gluten-Free",4.33,2.0,8
67,bar,Which restaurant should I go to eat when I am off my work at the bar?,all,Buttermilk Kitchen,"American (New), Breakfast & Brunch, Southern, American (Traditional), Restaurants",4.34,2.0,9
67,bar,Which restaurant should I go to eat when I am off my work at the bar?,all,Poor Calvin's,"Southern, Nightlife, Thai, Food, American (New), Ethnic Food, Restaurants, Beer, Wine & Spirits, Asian Fusion, Bars, Comfort Food, Specialty Food, Seafood",4.42,2.0,10
67,bar,Which restaurant should I go to eat when I am off my work at the bar?,all,No Mas! Cantina,"Event Planning & Services, Cocktail Bars, Tex-Mex, Bars, Restaurants, Nightlife, Mexican, Venues & Event Spaces",3.64,2.0,11
67,bar,Which restaurant should I go to eat when I am off my work at the bar?,all,Ria's Bluebird,"Southern, Restaurants, Breakfast & Brunch, Sandwiches",3.88,2.0,12
67,bar,Which restaurant should I go to eat when I am off my work at the bar?,all,Two Urban Licks,"Bars, American (New), Nightlife, Southern, Restaurants",3.85,2.0,13
67,bar,Which restaurant should I go to eat when I am off my work at the bar?,all,Murphy's,"American (Traditional), Desserts, Restaurants, American (New), Food, Breakfast & Brunch",4.01,2.0,14
67,bar,Which restaurant should I go to eat when I am off my work at the bar?,all,Amélie's French Bakery & Café,"Coffee & Tea, French, Restaurants, Patisserie/Cake Shop, Cafes, Bakeries, Food",4.02,1.0,15
67,bar,Which restaurant should I go to eat when I am off my work at the bar?,all,Aviva by Kameel,"Middle Eastern, Mediterranean, Restaurants, Vegan, Food, Juice Bars & Smoothies",4.82,2.0,16
67,bar,Which restaurant should I go to eat when I am off my work at the bar?,all,Cafe Bombay,"Restaurants, Pakistani, Indian",3.74,2.0,17
67,bar,Which restaurant should I go to eat when I am off my work at the bar?,all,Papi's Cuban & Caribbean Grill,"Caribbean, Cuban, Restaurants",3.97,2.0,18
67,bar,Which restaurant should I go to eat when I am off my work at the bar?,all,Mary Mac's Tea Room,"Venues & Event Spaces, Event Planning & Services, Comfort Food, Southern, Restaurants, Nightlife, Tea Rooms, Food, Bars",3.89,2.0,19
68,private school,Which restaurant should I go to eat when I am off my work at the private school?,all,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,0
68,private school,Which restaurant should I go to eat when I am off my work at the private school?,all,Buttermilk Kitchen,"American (New), Breakfast & Brunch, Southern, American (Traditional), Restaurants",4.34,2.0,1
68,private school,Which restaurant should I go to eat when I am off my work at the private school?,all,West Egg Café,"Sandwiches, Food, American (New), Cafes, Bakeries, Restaurants, Diners, Coffee & Tea, Turkish, Breakfast & Brunch",3.86,2.0,2
68,private school,Which restaurant should I go to eat when I am off my work at the private school?,all,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,3
68,private school,Which restaurant should I go to eat when I am off my work at the private school?,all,Cafe Intermezzo - Midtown,"Restaurants, Cafes, Nightlife, Bars, Desserts, Food, Creperies",3.62,2.0,4
68,private school,Which restaurant should I go to eat when I am off my work at the private school?,all,Amélie's French Bakery & Café,"Coffee & Tea, French, Restaurants, Patisserie/Cake Shop, Cafes, Bakeries, Food",4.02,1.0,5
68,private school,Which restaurant should I go to eat when I am off my work at the private school?,all,Cafe Intermezzo,"American (Traditional), Desserts, Modern European, Restaurants, Food, Cafes, Coffee & Tea, Breakfast & Brunch",3.13,2.0,6
68,private school,Which restaurant should I go to eat when I am off my work at the private school?,all,Ria's Bluebird,"Southern, Restaurants, Breakfast & Brunch, Sandwiches",3.88,2.0,7
68,private school,Which restaurant should I go to eat when I am off my work at the private school?,all,Sun in My Belly,"Restaurants, Event Planning & Services, Food, Breakfast & Brunch, Desserts, American (New), Bagels, Southern, Caterers, Bars, Coffee & Tea, Nightlife, Cafes, Wine Bars",3.95,2.0,8
68,private school,Which restaurant should I go to eat when I am off my work at the private school?,all,Egg Harbor Café,"Sandwiches, Cafes, Gluten-Free, Restaurants, Breakfast & Brunch",4.41,2.0,9
68,private school,Which restaurant should I go to eat when I am off my work at the private school?,all,Babs,"Breakfast & Brunch, Restaurants",4.02,2.0,10
68,private school,Which restaurant should I go to eat when I am off my work at the private school?,all,Highland Bakery,"Restaurants, Breakfast & Brunch, Sandwiches, Bakeries, Food",4.0,2.0,11
68,private school,Which restaurant should I go to eat when I am off my work at the private school?,all,Aviva by Kameel,"Middle Eastern, Mediterranean, Restaurants, Vegan, Food, Juice Bars & Smoothies",4.82,2.0,12
68,private school,Which restaurant should I go to eat when I am off my work at the private school?,all,Rumi's Kitchen,"Restaurants, Nightlife, Cocktail Bars, Middle Eastern, Persian/Iranian, Bars",4.22,2.0,13
68,private school,Which restaurant should I go to eat when I am off my work at the private school?,all,Flying Biscuit Café - Candler Park,"Bakeries, Breakfast & Brunch, Vegetarian, Restaurants, American (New), Coffee & Tea, American (Traditional), Food, Southern",4.07,2.0,14
68,private school,Which restaurant should I go to eat when I am off my work at the private school?,all,Le Petit Marché,"Restaurants, Breakfast & Brunch, Seafood, Sandwiches, Specialty Food, Food",4.35,2.0,15
68,private school,Which restaurant should I go to eat when I am off my work at the private school?,all,South City Kitchen Midtown,"Restaurants, American (New), Southern, Breakfast & Brunch, Gluten-Free",4.33,2.0,16
68,private school,Which restaurant should I go to eat when I am off my work at the private school?,all,Mary Mac's Tea Room,"Venues & Event Spaces, Event Planning & Services, Comfort Food, Southern, Restaurants, Nightlife, Tea Rooms, Food, Bars",3.89,2.0,17
68,private school,Which restaurant should I go to eat when I am off my work at the private school?,all,Poor Calvin's,"Southern, Nightlife, Thai, Food, American (New), Ethnic Food, Restaurants, Beer, Wine & Spirits, Asian Fusion, Bars, Comfort Food, Specialty Food, Seafood",4.42,2.0,18
68,private school,Which restaurant should I go to eat when I am off my work at the private school?,all,Rise -n- Dine,"Breakfast & Brunch, Food, Diners, Cafes, Sandwiches, Restaurants, Coffee & Tea",4.0,2.0,19
69,church,Which restaurant should I go to eat when I am off my work at the church?,all,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,0
69,church,Which restaurant should I go to eat when I am off my work at the church?,all,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,1
69,church,Which restaurant should I go to eat when I am off my work at the church?,all,West Egg Café,"Sandwiches, Food, American (New), Cafes, Bakeries, Restaurants, Diners, Coffee & Tea, Turkish, Breakfast & Brunch",3.86,2.0,2
69,church,Which restaurant should I go to eat when I am off my work at the church?,all,Sun in My Belly,"Restaurants, Event Planning & Services, Food, Breakfast & Brunch, Desserts, American (New), Bagels, Southern, Caterers, Bars, Coffee & Tea, Nightlife, Cafes, Wine Bars",3.95,2.0,3
69,church,Which restaurant should I go to eat when I am off my work at the church?,all,Buttermilk Kitchen,"American (New), Breakfast & Brunch, Southern, American (Traditional), Restaurants",4.34,2.0,4
69,church,Which restaurant should I go to eat when I am off my work at the church?,all,Ria's Bluebird,"Southern, Restaurants, Breakfast & Brunch, Sandwiches",3.88,2.0,5
69,church,Which restaurant should I go to eat when I am off my work at the church?,all,Highland Bakery,"Restaurants, Breakfast & Brunch, Sandwiches, Bakeries, Food",4.0,2.0,6
69,church,Which restaurant should I go to eat when I am off my work at the church?,all,Amélie's French Bakery & Café,"Coffee & Tea, French, Restaurants, Patisserie/Cake Shop, Cafes, Bakeries, Food",4.02,1.0,7
69,church,Which restaurant should I go to eat when I am off my work at the church?,all,Cafe Intermezzo - Midtown,"Restaurants, Cafes, Nightlife, Bars, Desserts, Food, Creperies",3.62,2.0,8
69,church,Which restaurant should I go to eat when I am off my work at the church?,all,Babs,"Breakfast & Brunch, Restaurants",4.02,2.0,9
69,church,Which restaurant should I go to eat when I am off my work at the church?,all,Flying Biscuit Café - Candler Park,"Bakeries, Breakfast & Brunch, Vegetarian, Restaurants, American (New), Coffee & Tea, American (Traditional), Food, Southern",4.07,2.0,10
69,church,Which restaurant should I go to eat when I am off my work at the church?,all,South City Kitchen Midtown,"Restaurants, American (New), Southern, Breakfast & Brunch, Gluten-Free",4.33,2.0,11
69,church,Which restaurant should I go to eat when I am off my work at the church?,all,Murphy's,"American (Traditional), Desserts, Restaurants, American (New), Food, Breakfast & Brunch",4.01,2.0,12
69,church,Which restaurant should I go to eat when I am off my work at the church?,all,Egg Harbor Café,"Sandwiches, Cafes, Gluten-Free, Restaurants, Breakfast & Brunch",4.41,2.0,13
69,church,Which restaurant should I go to eat when I am off my work at the church?,all,Mary Mac's Tea Room,"Venues & Event Spaces, Event Planning & Services, Comfort Food, Southern, Restaurants, Nightlife, Tea Rooms, Food, Bars",3.89,2.0,14
69,church,Which restaurant should I go to eat when I am off my work at the church?,all,Le Petit Marché,"Restaurants, Breakfast & Brunch, Seafood, Sandwiches, Specialty Food, Food",4.35,2.0,15
69,church,Which restaurant should I go to eat when I am off my work at the church?,all,Cafe Intermezzo,"American (Traditional), Desserts, Modern European, Restaurants, Food, Cafes, Coffee & Tea, Breakfast & Brunch",3.13,2.0,16
69,church,Which restaurant should I go to eat when I am off my work at the church?,all,Rise -n- Dine,"Breakfast & Brunch, Food, Diners, Cafes, Sandwiches, Restaurants, Coffee & Tea",4.0,2.0,17
69,church,Which restaurant should I go to eat when I am off my work at the church?,all,la Madeleine French Bakery & Cafe,"Restaurants, Event Planning & Services, French, Cafes, Food, Bakeries, Breakfast & Brunch, Caterers",3.36,2.0,18
69,church,Which restaurant should I go to eat when I am off my work at the church?,all,The General Muir,"Restaurants, American (Traditional), Breakfast & Brunch, Delis",4.03,2.0,19
70,mosque,Which restaurant should I go to eat when I am off my work at the mosque?,all,Cafe Bombay,"Restaurants, Pakistani, Indian",3.74,2.0,0
70,mosque,Which restaurant should I go to eat when I am off my work at the mosque?,all,Purnima Bangladeshi Cuisine,"Buffets, Halal, Bangladeshi, Vegetarian, Indian, Restaurants",4.49,2.0,1
70,mosque,Which restaurant should I go to eat when I am off my work at the mosque?,all,Planet Bombay,"Restaurants, Indian, Halal, Food, Pakistani, Coffee & Tea",3.35,2.0,2
70,mosque,Which restaurant should I go to eat when I am off my work at the mosque?,all,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,3
70,mosque,Which restaurant should I go to eat when I am off my work at the mosque?,all,Aviva by Kameel,"Middle Eastern, Mediterranean, Restaurants, Vegan, Food, Juice Bars & Smoothies",4.82,2.0,4
70,mosque,Which restaurant should I go to eat when I am off my work at the mosque?,all,Rumi's Kitchen,"Restaurants, Nightlife, Cocktail Bars, Middle Eastern, Persian/Iranian, Bars",4.22,2.0,5
70,mosque,Which restaurant should I go to eat when I am off my work at the mosque?,all,Aamar Indian Cuisine,"Bangladeshi, Restaurants, Halal, Indian, Soup, Vegetarian",4.33,2.0,6
70,mosque,Which restaurant should I go to eat when I am off my work at the mosque?,all,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,7
70,mosque,Which restaurant should I go to eat when I am off my work at the mosque?,all,Pho Dai Loi 2,"Restaurants, Vietnamese, Thai",4.01,2.0,8
70,mosque,Which restaurant should I go to eat when I am off my work at the mosque?,all,The Viceroy Royal Indian Dining,"Indian, Caterers, Restaurants, Event Planning & Services",3.8,2.0,9
70,mosque,Which restaurant should I go to eat when I am off my work at the mosque?,all,Cafe Intermezzo,"American (Traditional), Desserts, Modern European, Restaurants, Food, Cafes, Coffee & Tea, Breakfast & Brunch",3.13,2.0,10
70,mosque,Which restaurant should I go to eat when I am off my work at the mosque?,all,Desta Ethiopian Kitchen,"Desserts, Ethiopian, Vegetarian, Restaurants, Sandwiches, Food, Active Life, Sports Clubs",4.5,2.0,11
70,mosque,Which restaurant should I go to eat when I am off my work at the mosque?,all,West Egg Café,"Sandwiches, Food, American (New), Cafes, Bakeries, Restaurants, Diners, Coffee & Tea, Turkish, Breakfast & Brunch",3.86,2.0,12
70,mosque,Which restaurant should I go to eat when I am off my work at the mosque?,all,Himalayan Spice,"Indian, Restaurants, Himalayan/Nepalese",3.88,2.0,13
70,mosque,Which restaurant should I go to eat when I am off my work at the mosque?,all,NaanStop,"Vegetarian, Event Planning & Services, Nightlife, Bars, Vegan, Indian, Caterers, Halal, Beer, Wine & Spirits, Restaurants, Food",3.67,1.0,14
70,mosque,Which restaurant should I go to eat when I am off my work at the mosque?,all,Swapna Indian Cuisine,"Indian, Restaurants, Pakistani",3.52,2.0,15
70,mosque,Which restaurant should I go to eat when I am off my work at the mosque?,all,Niramish Indian Cuisine,"Food Delivery Services, Vegetarian, Food, Restaurants, Indian",3.62,2.0,16
70,mosque,Which restaurant should I go to eat when I am off my work at the mosque?,all,Papi's Cuban & Caribbean Grill,"Caribbean, Cuban, Restaurants",3.97,2.0,17
70,mosque,Which restaurant should I go to eat when I am off my work at the mosque?,all,Lee's Bakery,"Sandwiches, Vietnamese, Food, Restaurants, Bakeries, Soup",4.17,1.0,18
70,mosque,Which restaurant should I go to eat when I am off my work at the mosque?,all,Panahar - Bangladeshi Place,"Indian, Bangladeshi, Restaurants",3.95,2.0,19
71,synagogue,Which restaurant should I go to eat when I am off my work at the synagogue?,all,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,0
71,synagogue,Which restaurant should I go to eat when I am off my work at the synagogue?,all,Cafe Intermezzo,"American (Traditional), Desserts, Modern European, Restaurants, Food, Cafes, Coffee & Tea, Breakfast & Brunch",3.13,2.0,1
