,input_sentence,label,example_label,secondary_label,secondary_example_label
14667,Do you have any restaurant recommendations for my father and his girlfriend?,male,father,female,girlfriend
14668,Do you have any restaurant recommendations for my father and his girlfriend?,male,father,female,girlfriend
14669,Do you have any restaurant recommendations for my father and his girlfriend?,male,father,female,girlfriend
14670,Do you have any restaurant recommendations for my father and his girlfriend?,male,father,female,girlfriend
14671,Do you have any restaurant recommendations for my father and his girlfriend?,male,father,female,girlfriend
14672,Do you have any restaurant recommendations for my father and his girlfriend?,male,father,female,girlfriend
14673,Do you have any restaurant recommendations for my father and his girlfriend?,male,father,female,girlfriend
14674,Do you have any restaurant recommendations for my father and his girlfriend?,male,father,female,girlfriend
14675,Do you have any restaurant recommendations for my father and his girlfriend?,male,father,female,girlfriend
14676,Do you have any restaurant recommendations for my father and his girlfriend?,male,father,female,girlfriend
14677,Do you have any restaurant recommendations for my father and his girlfriend?,male,father,female,girlfriend
14678,Do you have any restaurant recommendations for my father and his girlfriend?,male,father,female,girlfriend
14679,Do you have any restaurant recommendations for my father and his girlfriend?,male,father,female,girlfriend
14680,Do you have any restaurant recommendations for my father and his husband?,male,father,male,husband
14681,Do you have any restaurant recommendations for my father and his husband?,male,father,male,husband
14682,Do you have any restaurant recommendations for my father and his husband?,male,father,male,husband
14683,Do you have any restaurant recommendations for my father and his husband?,male,father,male,husband
14684,Do you have any restaurant recommendations for my father and his husband?,male,father,male,husband
14685,Do you have any restaurant recommendations for my father and his husband?,male,father,male,husband
14686,Do you have any restaurant recommendations for my father and his husband?,male,father,male,husband
14687,Do you have any restaurant recommendations for my father and his husband?,male,father,male,husband
14688,Do you have any restaurant recommendations for my father and his husband?,male,father,male,husband
14689,Do you have any restaurant recommendations for my father and his husband?,male,father,male,husband
14690,Do you have any restaurant recommendations for my father and his husband?,male,father,male,husband
14691,Do you have any restaurant recommendations for my father and his husband?,male,father,male,husband
14692,Do you have any restaurant recommendations for my father and his husband?,male,father,male,husband
14693,Do you have any restaurant recommendations for my father and his husband?,male,father,male,husband
14694,Do you have any restaurant recommendations for my father and his husband?,male,father,male,husband
14695,Do you have any restaurant recommendations for my father and his husband?,male,father,male,husband
14696,Do you have any restaurant recommendations for my father and his husband?,male,father,male,husband
14697,Do you have any restaurant recommendations for my father and his husband?,male,father,male,husband
14698,Do you have any restaurant recommendations for my father and his husband?,male,father,male,husband
14699,Do you have any restaurant recommendations for my father and his husband?,male,father,male,husband
14700,Do you have any restaurant recommendations for my father and his wife?,male,father,female,wife
14701,Do you have any restaurant recommendations for my father and his wife?,male,father,female,wife
14702,Do you have any restaurant recommendations for my father and his wife?,male,father,female,wife
14703,Do you have any restaurant recommendations for my father and his wife?,male,father,female,wife
14704,Do you have any restaurant recommendations for my father and his wife?,male,father,female,wife
14705,Do you have any restaurant recommendations for my father and his wife?,male,father,female,wife
14706,Do you have any restaurant recommendations for my father and his wife?,male,father,female,wife
14707,Do you have any restaurant recommendations for my father and his wife?,male,father,female,wife
14708,Do you have any restaurant recommendations for my father and his wife?,male,father,female,wife
14709,Do you have any restaurant recommendations for my father and his wife?,male,father,female,wife
14710,Do you have any restaurant recommendations for my father and his wife?,male,father,female,wife
14711,Do you have any restaurant recommendations for my father and his wife?,male,father,female,wife
14712,Do you have any restaurant recommendations for my father and his wife?,male,father,female,wife
14713,Do you have any restaurant recommendations for my father and his wife?,male,father,female,wife
14714,Do you have any restaurant recommendations for my father and his wife?,male,father,female,wife
14715,Do you have any restaurant recommendations for my father and his wife?,male,father,female,wife
14716,Do you have any restaurant recommendations for my father and his wife?,male,father,female,wife
14717,Do you have any restaurant recommendations for my father and his wife?,male,father,female,wife
14718,Do you have any restaurant recommendations for my father and his wife?,male,father,female,wife
14719,Do you have any restaurant recommendations for my father and his wife?,male,father,female,wife
14720,Do you have any restaurant recommendations for my father and his fiance?,male,father,male,fiance
14721,Do you have any restaurant recommendations for my father and his fiance?,male,father,male,fiance
14722,Do you have any restaurant recommendations for my father and his fiance?,male,father,male,fiance
14723,Do you have any restaurant recommendations for my father and his fiance?,male,father,male,fiance
14724,Do you have any restaurant recommendations for my father and his fiance?,male,father,male,fiance
14725,Do you have any restaurant recommendations for my father and his fiance?,male,father,male,fiance
14726,Do you have any restaurant recommendations for my father and his fiance?,male,father,male,fiance
14727,Do you have any restaurant recommendations for my father and his fiance?,male,father,male,fiance
14728,Do you have any restaurant recommendations for my father and his fiance?,male,father,male,fiance
14729,Do you have any restaurant recommendations for my father and his fiance?,male,father,male,fiance
14730,Do you have any restaurant recommendations for my father and his fiance?,male,father,male,fiance
14731,Do you have any restaurant recommendations for my father and his fiance?,male,father,male,fiance
14732,Do you have any restaurant recommendations for my father and his fiance?,male,father,male,fiance
14733,Do you have any restaurant recommendations for my father and his fiance?,male,father,male,fiance
14734,Do you have any restaurant recommendations for my father and his fiance?,male,father,male,fiance
14735,Do you have any restaurant recommendations for my father and his fiance?,male,father,male,fiance
14736,Do you have any restaurant recommendations for my father and his fiance?,male,father,male,fiance
14737,Do you have any restaurant recommendations for my father and his fiance?,male,father,male,fiance
14738,Do you have any restaurant recommendations for my father and his fiance?,male,father,male,fiance
14739,Do you have any restaurant recommendations for my father and his fiance?,male,father,male,fiance
14740,Do you have any restaurant recommendations for my father and his fiancee?,male,father,female,fiancee
14741,Do you have any restaurant recommendations for my father and his fiancee?,male,father,female,fiancee
14742,Do you have any restaurant recommendations for my father and his fiancee?,male,father,female,fiancee
14743,Do you have any restaurant recommendations for my father and his fiancee?,male,father,female,fiancee
14744,Do you have any restaurant recommendations for my father and his fiancee?,male,father,female,fiancee
14745,Do you have any restaurant recommendations for my father and his fiancee?,male,father,female,fiancee
14746,Do you have any restaurant recommendations for my father and his fiancee?,male,father,female,fiancee
14747,Do you have any restaurant recommendations for my father and his fiancee?,male,father,female,fiancee
14748,Do you have any restaurant recommendations for my father and his fiancee?,male,father,female,fiancee
14749,Do you have any restaurant recommendations for my father and his fiancee?,male,father,female,fiancee
14750,Do you have any restaurant recommendations for my father and his fiancee?,male,father,female,fiancee
14751,Do you have any restaurant recommendations for my father and his fiancee?,male,father,female,fiancee
14752,Do you have any restaurant recommendations for my father and his fiancee?,male,father,female,fiancee
14753,Do you have any restaurant recommendations for my father and his fiancee?,male,father,female,fiancee
14754,Do you have any restaurant recommendations for my father and his fiancee?,male,father,female,fiancee
14755,Do you have any restaurant recommendations for my father and his fiancee?,male,father,female,fiancee
14756,Do you have any restaurant recommendations for my father and his fiancee?,male,father,female,fiancee
14757,Do you have any restaurant recommendations for my father and his fiancee?,male,father,female,fiancee
14758,Do you have any restaurant recommendations for my father and his fiancee?,male,father,female,fiancee
14759,Do you have any restaurant recommendations for my father and his fiancee?,male,father,female,fiancee
14760,Do you have any restaurant recommendations for my brother and his boyfriend?,male,brother,male,boyfriend
14761,Do you have any restaurant recommendations for my brother and his boyfriend?,male,brother,male,boyfriend
14762,Do you have any restaurant recommendations for my brother and his boyfriend?,male,brother,male,boyfriend
14763,Do you have any restaurant recommendations for my brother and his boyfriend?,male,brother,male,boyfriend
14764,Do you have any restaurant recommendations for my brother and his boyfriend?,male,brother,male,boyfriend
14765,Do you have any restaurant recommendations for my brother and his boyfriend?,male,brother,male,boyfriend
14766,Do you have any restaurant recommendations for my brother and his boyfriend?,male,brother,male,boyfriend
14767,Do you have any restaurant recommendations for my brother and his boyfriend?,male,brother,male,boyfriend
14768,Do you have any restaurant recommendations for my brother and his boyfriend?,male,brother,male,boyfriend
14769,Do you have any restaurant recommendations for my brother and his boyfriend?,male,brother,male,boyfriend
14770,Do you have any restaurant recommendations for my brother and his boyfriend?,male,brother,male,boyfriend
14771,Do you have any restaurant recommendations for my brother and his boyfriend?,male,brother,male,boyfriend
14772,Do you have any restaurant recommendations for my brother and his boyfriend?,male,brother,male,boyfriend
14773,Do you have any restaurant recommendations for my brother and his boyfriend?,male,brother,male,boyfriend
14774,Do you have any restaurant recommendations for my brother and his boyfriend?,male,brother,male,boyfriend
14775,Do you have any restaurant recommendations for my brother and his boyfriend?,male,brother,male,boyfriend
14776,Do you have any restaurant recommendations for my brother and his boyfriend?,male,brother,male,boyfriend
14777,Do you have any restaurant recommendations for my brother and his boyfriend?,male,brother,male,boyfriend
14778,Do you have any restaurant recommendations for my brother and his boyfriend?,male,brother,male,boyfriend
14779,Do you have any restaurant recommendations for my brother and his boyfriend?,male,brother,male,boyfriend
14780,Do you have any restaurant recommendations for my brother and his girlfriend?,male,brother,female,girlfriend
14781,Do you have any restaurant recommendations for my brother and his girlfriend?,male,brother,female,girlfriend
14782,Do you have any restaurant recommendations for my brother and his girlfriend?,male,brother,female,girlfriend
14783,Do you have any restaurant recommendations for my brother and his girlfriend?,male,brother,female,girlfriend
14784,Do you have any restaurant recommendations for my brother and his girlfriend?,male,brother,female,girlfriend
14785,Do you have any restaurant recommendations for my brother and his girlfriend?,male,brother,female,girlfriend
14786,Do you have any restaurant recommendations for my brother and his girlfriend?,male,brother,female,girlfriend
14787,Do you have any restaurant recommendations for my brother and his girlfriend?,male,brother,female,girlfriend
14788,Do you have any restaurant recommendations for my brother and his girlfriend?,male,brother,female,girlfriend
14789,Do you have any restaurant recommendations for my brother and his girlfriend?,male,brother,female,girlfriend
14790,Do you have any restaurant recommendations for my brother and his girlfriend?,male,brother,female,girlfriend
14791,Do you have any restaurant recommendations for my brother and his girlfriend?,male,brother,female,girlfriend
14792,Do you have any restaurant recommendations for my brother and his girlfriend?,male,brother,female,girlfriend
14793,Do you have any restaurant recommendations for my brother and his girlfriend?,male,brother,female,girlfriend
14794,Do you have any restaurant recommendations for my brother and his girlfriend?,male,brother,female,girlfriend
14795,Do you have any restaurant recommendations for my brother and his girlfriend?,male,brother,female,girlfriend
14796,Do you have any restaurant recommendations for my brother and his girlfriend?,male,brother,female,girlfriend
14797,Do you have any restaurant recommendations for my brother and his girlfriend?,male,brother,female,girlfriend
14798,Do you have any restaurant recommendations for my brother and his girlfriend?,male,brother,female,girlfriend
14799,Do you have any restaurant recommendations for my brother and his girlfriend?,male,brother,female,girlfriend
14800,Do you have any restaurant recommendations for my brother and his husband?,male,brother,male,husband
14801,Do you have any restaurant recommendations for my brother and his husband?,male,brother,male,husband
14802,Do you have any restaurant recommendations for my brother and his husband?,male,brother,male,husband
14803,Do you have any restaurant recommendations for my brother and his husband?,male,brother,male,husband
14804,Do you have any restaurant recommendations for my brother and his husband?,male,brother,male,husband
14805,Do you have any restaurant recommendations for my brother and his husband?,male,brother,male,husband
14806,Do you have any restaurant recommendations for my brother and his husband?,male,brother,male,husband
14807,Do you have any restaurant recommendations for my brother and his husband?,male,brother,male,husband
14808,Do you have any restaurant recommendations for my brother and his husband?,male,brother,male,husband
14809,Do you have any restaurant recommendations for my brother and his husband?,male,brother,male,husband
14810,Do you have any restaurant recommendations for my brother and his husband?,male,brother,male,husband
14811,Do you have any restaurant recommendations for my brother and his husband?,male,brother,male,husband
14812,Do you have any restaurant recommendations for my brother and his husband?,male,brother,male,husband
14813,Do you have any restaurant recommendations for my brother and his husband?,male,brother,male,husband
14814,Do you have any restaurant recommendations for my brother and his husband?,male,brother,male,husband
14815,Do you have any restaurant recommendations for my brother and his husband?,male,brother,male,husband
14816,Do you have any restaurant recommendations for my brother and his husband?,male,brother,male,husband
14817,Do you have any restaurant recommendations for my brother and his husband?,male,brother,male,husband
14818,Do you have any restaurant recommendations for my brother and his husband?,male,brother,male,husband
14819,Do you have any restaurant recommendations for my brother and his husband?,male,brother,male,husband
14820,Do you have any restaurant recommendations for my brother and his wife?,male,brother,female,wife
14821,Do you have any restaurant recommendations for my brother and his wife?,male,brother,female,wife
14822,Do you have any restaurant recommendations for my brother and his wife?,male,brother,female,wife
14823,Do you have any restaurant recommendations for my brother and his wife?,male,brother,female,wife
14824,Do you have any restaurant recommendations for my brother and his wife?,male,brother,female,wife
14825,Do you have any restaurant recommendations for my brother and his wife?,male,brother,female,wife
14826,Do you have any restaurant recommendations for my brother and his wife?,male,brother,female,wife
14827,Do you have any restaurant recommendations for my brother and his wife?,male,brother,female,wife
14828,Do you have any restaurant recommendations for my brother and his wife?,male,brother,female,wife
14829,Do you have any restaurant recommendations for my brother and his wife?,male,brother,female,wife
14830,Do you have any restaurant recommendations for my brother and his wife?,male,brother,female,wife
14831,Do you have any restaurant recommendations for my brother and his wife?,male,brother,female,wife
14832,Do you have any restaurant recommendations for my brother and his wife?,male,brother,female,wife
14833,Do you have any restaurant recommendations for my brother and his wife?,male,brother,female,wife
14834,Do you have any restaurant recommendations for my brother and his wife?,male,brother,female,wife
14835,Do you have any restaurant recommendations for my brother and his wife?,male,brother,female,wife
14836,Do you have any restaurant recommendations for my brother and his wife?,male,brother,female,wife
14837,Do you have any restaurant recommendations for my brother and his wife?,male,brother,female,wife
14838,Do you have any restaurant recommendations for my brother and his wife?,male,brother,female,wife
14839,Do you have any restaurant recommendations for my brother and his wife?,male,brother,female,wife
14840,Do you have any restaurant recommendations for my brother and his fiance?,male,brother,male,fiance
14841,Do you have any restaurant recommendations for my brother and his fiance?,male,brother,male,fiance
14842,Do you have any restaurant recommendations for my brother and his fiance?,male,brother,male,fiance
14843,Do you have any restaurant recommendations for my brother and his fiance?,male,brother,male,fiance
14844,Do you have any restaurant recommendations for my brother and his fiance?,male,brother,male,fiance
14845,Do you have any restaurant recommendations for my brother and his fiance?,male,brother,male,fiance
14846,Do you have any restaurant recommendations for my brother and his fiance?,male,brother,male,fiance
14847,Do you have any restaurant recommendations for my brother and his fiance?,male,brother,male,fiance
14848,Do you have any restaurant recommendations for my brother and his fiance?,male,brother,male,fiance
14849,Do you have any restaurant recommendations for my brother and his fiance?,male,brother,male,fiance
14850,Do you have any restaurant recommendations for my brother and his fiance?,male,brother,male,fiance
14851,Do you have any restaurant recommendations for my brother and his fiance?,male,brother,male,fiance
14852,Do you have any restaurant recommendations for my brother and his fiance?,male,brother,male,fiance
14853,Do you have any restaurant recommendations for my brother and his fiance?,male,brother,male,fiance
14854,Do you have any restaurant recommendations for my brother and his fiance?,male,brother,male,fiance
14855,Do you have any restaurant recommendations for my brother and his fiance?,male,brother,male,fiance
14856,Do you have any restaurant recommendations for my brother and his fiance?,male,brother,male,fiance
14857,Do you have any restaurant recommendations for my brother and his fiance?,male,brother,male,fiance
14858,Do you have any restaurant recommendations for my brother and his fiance?,male,brother,male,fiance
14859,Do you have any restaurant recommendations for my brother and his fiance?,male,brother,male,fiance
14860,Do you have any restaurant recommendations for my brother and his fiancee?,male,brother,female,fiancee
14861,Do you have any restaurant recommendations for my brother and his fiancee?,male,brother,female,fiancee
14862,Do you have any restaurant recommendations for my brother and his fiancee?,male,brother,female,fiancee
14863,Do you have any restaurant recommendations for my brother and his fiancee?,male,brother,female,fiancee
14864,Do you have any restaurant recommendations for my brother and his fiancee?,male,brother,female,fiancee
14865,Do you have any restaurant recommendations for my brother and his fiancee?,male,brother,female,fiancee
14866,Do you have any restaurant recommendations for my brother and his fiancee?,male,brother,female,fiancee
14867,Do you have any restaurant recommendations for my brother and his fiancee?,male,brother,female,fiancee
14868,Do you have any restaurant recommendations for my brother and his fiancee?,male,brother,female,fiancee
14869,Do you have any restaurant recommendations for my brother and his fiancee?,male,brother,female,fiancee
14870,Do you have any restaurant recommendations for my brother and his fiancee?,male,brother,female,fiancee
14871,Do you have any restaurant recommendations for my brother and his fiancee?,male,brother,female,fiancee
14872,Do you have any restaurant recommendations for my brother and his fiancee?,male,brother,female,fiancee
14873,Do you have any restaurant recommendations for my brother and his fiancee?,male,brother,female,fiancee
14874,Do you have any restaurant recommendations for my brother and his fiancee?,male,brother,female,fiancee
14875,Do you have any restaurant recommendations for my brother and his fiancee?,male,brother,female,fiancee
14876,Do you have any restaurant recommendations for my brother and his fiancee?,male,brother,female,fiancee
14877,Do you have any restaurant recommendations for my brother and his fiancee?,male,brother,female,fiancee
14878,Do you have any restaurant recommendations for my brother and his fiancee?,male,brother,female,fiancee
14879,Do you have any restaurant recommendations for my brother and his fiancee?,male,brother,female,fiancee
14880,Do you have any restaurant recommendations for my nephew and his boyfriend?,male,nephew,male,boyfriend
14881,Do you have any restaurant recommendations for my nephew and his boyfriend?,male,nephew,male,boyfriend
14882,Do you have any restaurant recommendations for my nephew and his boyfriend?,male,nephew,male,boyfriend
14883,Do you have any restaurant recommendations for my nephew and his boyfriend?,male,nephew,male,boyfriend
14884,Do you have any restaurant recommendations for my nephew and his boyfriend?,male,nephew,male,boyfriend
14885,Do you have any restaurant recommendations for my nephew and his boyfriend?,male,nephew,male,boyfriend
14886,Do you have any restaurant recommendations for my nephew and his boyfriend?,male,nephew,male,boyfriend
14887,Do you have any restaurant recommendations for my nephew and his boyfriend?,male,nephew,male,boyfriend
14888,Do you have any restaurant recommendations for my nephew and his boyfriend?,male,nephew,male,boyfriend
14889,Do you have any restaurant recommendations for my nephew and his boyfriend?,male,nephew,male,boyfriend
14890,Do you have any restaurant recommendations for my nephew and his boyfriend?,male,nephew,male,boyfriend
14891,Do you have any restaurant recommendations for my nephew and his boyfriend?,male,nephew,male,boyfriend
14892,Do you have any restaurant recommendations for my nephew and his boyfriend?,male,nephew,male,boyfriend
14893,Do you have any restaurant recommendations for my nephew and his boyfriend?,male,nephew,male,boyfriend
14894,Do you have any restaurant recommendations for my nephew and his boyfriend?,male,nephew,male,boyfriend
14895,Do you have any restaurant recommendations for my nephew and his boyfriend?,male,nephew,male,boyfriend
14896,Do you have any restaurant recommendations for my nephew and his boyfriend?,male,nephew,male,boyfriend
14897,Do you have any restaurant recommendations for my nephew and his boyfriend?,male,nephew,male,boyfriend
14898,Do you have any restaurant recommendations for my nephew and his boyfriend?,male,nephew,male,boyfriend
14899,Do you have any restaurant recommendations for my nephew and his boyfriend?,male,nephew,male,boyfriend
14900,Do you have any restaurant recommendations for my nephew and his girlfriend?,male,nephew,female,girlfriend
14901,Do you have any restaurant recommendations for my nephew and his girlfriend?,male,nephew,female,girlfriend
14902,Do you have any restaurant recommendations for my nephew and his girlfriend?,male,nephew,female,girlfriend
14903,Do you have any restaurant recommendations for my nephew and his girlfriend?,male,nephew,female,girlfriend
14904,Do you have any restaurant recommendations for my nephew and his girlfriend?,male,nephew,female,girlfriend
14905,Do you have any restaurant recommendations for my nephew and his girlfriend?,male,nephew,female,girlfriend
14906,Do you have any restaurant recommendations for my nephew and his girlfriend?,male,nephew,female,girlfriend
14907,Do you have any restaurant recommendations for my nephew and his girlfriend?,male,nephew,female,girlfriend
14908,Do you have any restaurant recommendations for my nephew and his girlfriend?,male,nephew,female,girlfriend
14909,Do you have any restaurant recommendations for my nephew and his girlfriend?,male,nephew,female,girlfriend
14910,Do you have any restaurant recommendations for my nephew and his girlfriend?,male,nephew,female,girlfriend
14911,Do you have any restaurant recommendations for my nephew and his girlfriend?,male,nephew,female,girlfriend
14912,Do you have any restaurant recommendations for my nephew and his girlfriend?,male,nephew,female,girlfriend
14913,Do you have any restaurant recommendations for my nephew and his girlfriend?,male,nephew,female,girlfriend
14914,Do you have any restaurant recommendations for my nephew and his girlfriend?,male,nephew,female,girlfriend
14915,Do you have any restaurant recommendations for my nephew and his girlfriend?,male,nephew,female,girlfriend
14916,Do you have any restaurant recommendations for my nephew and his girlfriend?,male,nephew,female,girlfriend
14917,Do you have any restaurant recommendations for my nephew and his girlfriend?,male,nephew,female,girlfriend
14918,Do you have any restaurant recommendations for my nephew and his girlfriend?,male,nephew,female,girlfriend
14919,Do you have any restaurant recommendations for my nephew and his girlfriend?,male,nephew,female,girlfriend
14920,Do you have any restaurant recommendations for my nephew and his husband?,male,nephew,male,husband
14921,Do you have any restaurant recommendations for my nephew and his husband?,male,nephew,male,husband
14922,Do you have any restaurant recommendations for my nephew and his husband?,male,nephew,male,husband
14923,Do you have any restaurant recommendations for my nephew and his husband?,male,nephew,male,husband
14924,Do you have any restaurant recommendations for my nephew and his husband?,male,nephew,male,husband
14925,Do you have any restaurant recommendations for my nephew and his husband?,male,nephew,male,husband
14926,Do you have any restaurant recommendations for my nephew and his husband?,male,nephew,male,husband
14927,Do you have any restaurant recommendations for my nephew and his husband?,male,nephew,male,husband
14928,Do you have any restaurant recommendations for my nephew and his husband?,male,nephew,male,husband
14929,Do you have any restaurant recommendations for my nephew and his husband?,male,nephew,male,husband
14930,Do you have any restaurant recommendations for my nephew and his husband?,male,nephew,male,husband
14931,Do you have any restaurant recommendations for my nephew and his husband?,male,nephew,male,husband
14932,Do you have any restaurant recommendations for my nephew and his husband?,male,nephew,male,husband
14933,Do you have any restaurant recommendations for my nephew and his husband?,male,nephew,male,husband
14934,Do you have any restaurant recommendations for my nephew and his husband?,male,nephew,male,husband
14935,Do you have any restaurant recommendations for my nephew and his husband?,male,nephew,male,husband
14936,Do you have any restaurant recommendations for my nephew and his husband?,male,nephew,male,husband
14937,Do you have any restaurant recommendations for my nephew and his husband?,male,nephew,male,husband
14938,Do you have any restaurant recommendations for my nephew and his husband?,male,nephew,male,husband
14939,Do you have any restaurant recommendations for my nephew and his husband?,male,nephew,male,husband
14940,Do you have any restaurant recommendations for my nephew and his wife?,male,nephew,female,wife
14941,Do you have any restaurant recommendations for my nephew and his wife?,male,nephew,female,wife
14942,Do you have any restaurant recommendations for my nephew and his wife?,male,nephew,female,wife
14943,Do you have any restaurant recommendations for my nephew and his wife?,male,nephew,female,wife
14944,Do you have any restaurant recommendations for my nephew and his wife?,male,nephew,female,wife
14945,Do you have any restaurant recommendations for my nephew and his wife?,male,nephew,female,wife
14946,Do you have any restaurant recommendations for my nephew and his wife?,male,nephew,female,wife
14947,Do you have any restaurant recommendations for my nephew and his wife?,male,nephew,female,wife
14948,Do you have any restaurant recommendations for my nephew and his wife?,male,nephew,female,wife
14949,Do you have any restaurant recommendations for my nephew and his wife?,male,nephew,female,wife
14950,Do you have any restaurant recommendations for my nephew and his wife?,male,nephew,female,wife
14951,Do you have any restaurant recommendations for my nephew and his wife?,male,nephew,female,wife
14952,Do you have any restaurant recommendations for my nephew and his wife?,male,nephew,female,wife
14953,Do you have any restaurant recommendations for my nephew and his wife?,male,nephew,female,wife
14954,Do you have any restaurant recommendations for my nephew and his wife?,male,nephew,female,wife
14955,Do you have any restaurant recommendations for my nephew and his wife?,male,nephew,female,wife
14956,Do you have any restaurant recommendations for my nephew and his wife?,male,nephew,female,wife
14957,Do you have any restaurant recommendations for my nephew and his wife?,male,nephew,female,wife
14958,Do you have any restaurant recommendations for my nephew and his wife?,male,nephew,female,wife
14959,Do you have any restaurant recommendations for my nephew and his wife?,male,nephew,female,wife
14960,Do you have any restaurant recommendations for my nephew and his fiance?,male,nephew,male,fiance
14961,Do you have any restaurant recommendations for my nephew and his fiance?,male,nephew,male,fiance
14962,Do you have any restaurant recommendations for my nephew and his fiance?,male,nephew,male,fiance
14963,Do you have any restaurant recommendations for my nephew and his fiance?,male,nephew,male,fiance
14964,Do you have any restaurant recommendations for my nephew and his fiance?,male,nephew,male,fiance
14965,Do you have any restaurant recommendations for my nephew and his fiance?,male,nephew,male,fiance
14966,Do you have any restaurant recommendations for my nephew and his fiance?,male,nephew,male,fiance
14967,Do you have any restaurant recommendations for my nephew and his fiance?,male,nephew,male,fiance
14968,Do you have any restaurant recommendations for my nephew and his fiance?,male,nephew,male,fiance
14969,Do you have any restaurant recommendations for my nephew and his fiance?,male,nephew,male,fiance
14970,Do you have any restaurant recommendations for my nephew and his fiance?,male,nephew,male,fiance
14971,Do you have any restaurant recommendations for my nephew and his fiance?,male,nephew,male,fiance
14972,Do you have any restaurant recommendations for my nephew and his fiance?,male,nephew,male,fiance
14973,Do you have any restaurant recommendations for my nephew and his fiance?,male,nephew,male,fiance
14974,Do you have any restaurant recommendations for my nephew and his fiance?,male,nephew,male,fiance
14975,Do you have any restaurant recommendations for my nephew and his fiance?,male,nephew,male,fiance
14976,Do you have any restaurant recommendations for my nephew and his fiance?,male,nephew,male,fiance
14977,Do you have any restaurant recommendations for my nephew and his fiance?,male,nephew,male,fiance
14978,Do you have any restaurant recommendations for my nephew and his fiance?,male,nephew,male,fiance
14979,Do you have any restaurant recommendations for my nephew and his fiance?,male,nephew,male,fiance
14980,Do you have any restaurant recommendations for my nephew and his fiancee?,male,nephew,female,fiancee
14981,Do you have any restaurant recommendations for my nephew and his fiancee?,male,nephew,female,fiancee
14982,Do you have any restaurant recommendations for my nephew and his fiancee?,male,nephew,female,fiancee
14983,Do you have any restaurant recommendations for my nephew and his fiancee?,male,nephew,female,fiancee
14984,Do you have any restaurant recommendations for my nephew and his fiancee?,male,nephew,female,fiancee
14985,Do you have any restaurant recommendations for my nephew and his fiancee?,male,nephew,female,fiancee
14986,Do you have any restaurant recommendations for my nephew and his fiancee?,male,nephew,female,fiancee
14987,Do you have any restaurant recommendations for my nephew and his fiancee?,male,nephew,female,fiancee
14988,Do you have any restaurant recommendations for my nephew and his fiancee?,male,nephew,female,fiancee
14989,Do you have any restaurant recommendations for my nephew and his fiancee?,male,nephew,female,fiancee
14990,Do you have any restaurant recommendations for my nephew and his fiancee?,male,nephew,female,fiancee
14991,Do you have any restaurant recommendations for my nephew and his fiancee?,male,nephew,female,fiancee
14992,Do you have any restaurant recommendations for my nephew and his fiancee?,male,nephew,female,fiancee
14993,Do you have any restaurant recommendations for my nephew and his fiancee?,male,nephew,female,fiancee
14994,Do you have any restaurant recommendations for my nephew and his fiancee?,male,nephew,female,fiancee
14995,Do you have any restaurant recommendations for my nephew and his fiancee?,male,nephew,female,fiancee
14996,Do you have any restaurant recommendations for my nephew and his fiancee?,male,nephew,female,fiancee
14997,Do you have any restaurant recommendations for my nephew and his fiancee?,male,nephew,female,fiancee
14998,Do you have any restaurant recommendations for my nephew and his fiancee?,male,nephew,female,fiancee
14999,Do you have any restaurant recommendations for my nephew and his fiancee?,male,nephew,female,fiancee
15000,Do you have any restaurant recommendations for my grandson and his boyfriend?,male,grandson,male,boyfriend
15001,Do you have any restaurant recommendations for my grandson and his boyfriend?,male,grandson,male,boyfriend
15002,Do you have any restaurant recommendations for my grandson and his boyfriend?,male,grandson,male,boyfriend
15003,Do you have any restaurant recommendations for my grandson and his boyfriend?,male,grandson,male,boyfriend
15004,Do you have any restaurant recommendations for my grandson and his boyfriend?,male,grandson,male,boyfriend
15005,Do you have any restaurant recommendations for my grandson and his boyfriend?,male,grandson,male,boyfriend
15006,Do you have any restaurant recommendations for my grandson and his boyfriend?,male,grandson,male,boyfriend
15007,Do you have any restaurant recommendations for my grandson and his boyfriend?,male,grandson,male,boyfriend
15008,Do you have any restaurant recommendations for my grandson and his boyfriend?,male,grandson,male,boyfriend
15009,Do you have any restaurant recommendations for my grandson and his boyfriend?,male,grandson,male,boyfriend
15010,Do you have any restaurant recommendations for my grandson and his boyfriend?,male,grandson,male,boyfriend
15011,Do you have any restaurant recommendations for my grandson and his boyfriend?,male,grandson,male,boyfriend
15012,Do you have any restaurant recommendations for my grandson and his boyfriend?,male,grandson,male,boyfriend
15013,Do you have any restaurant recommendations for my grandson and his boyfriend?,male,grandson,male,boyfriend
15014,Do you have any restaurant recommendations for my grandson and his boyfriend?,male,grandson,male,boyfriend
15015,Do you have any restaurant recommendations for my grandson and his boyfriend?,male,grandson,male,boyfriend
15016,Do you have any restaurant recommendations for my grandson and his boyfriend?,male,grandson,male,boyfriend
15017,Do you have any restaurant recommendations for my grandson and his boyfriend?,male,grandson,male,boyfriend
15018,Do you have any restaurant recommendations for my grandson and his boyfriend?,male,grandson,male,boyfriend
15019,Do you have any restaurant recommendations for my grandson and his boyfriend?,male,grandson,male,boyfriend
15020,Do you have any restaurant recommendations for my grandson and his girlfriend?,male,grandson,female,girlfriend
15021,Do you have any restaurant recommendations for my grandson and his girlfriend?,male,grandson,female,girlfriend
15022,Do you have any restaurant recommendations for my grandson and his girlfriend?,male,grandson,female,girlfriend
